2020/04/09 22:21:38.434	Maha raja	まぁどのみちかれてたし・・・	
2020/04/09 22:21:38.442	テーク	三色と一気通貫の狙いにくさは異常	
2020/04/09 22:21:39.389	クラインドルフ	最後の東だから結局無理	
2020/04/09 22:21:39.145	ヤルダバオト	ざまーみろは草	
2020/04/09 22:21:39.922	kaiei	ざまあみろは草	
2020/04/09 22:21:39.885	花吹雪	ざまあみろは草	
2020/04/09 22:21:40.118	よっしー	いやドラ表示牌で枯れとる	
2020/04/09 22:21:40.378	結城	あるあるー	
2020/04/09 22:21:40.490	kukuru	ざまぁみろw	
2020/04/09 22:21:40.978	ちゅうべい	ざまーみろは草	
2020/04/09 22:21:41.186	Ryu Windy	いや、もう無いしｗ	
2020/04/09 22:21:41.642	あよ	ダブ東～	
2020/04/09 22:21:42.158	トリウナギ	しれっと煽るえ	
2020/04/09 22:21:42.379	のりたのりお	どうせ枯れてたから	
2020/04/09 22:21:43.267	gaty fs	東はしょうがないよ・・・	
2020/04/09 22:21:43.463	Astral Clover	今ざまーって	
2020/04/09 22:21:43.249	mother ship	7を3枚欲しいは業が深いね	
2020/04/09 22:21:44.717	のーれっじ	草	
2020/04/09 22:21:44.928	しあわせターン	すげー雑な煽りｗ	
2020/04/09 22:21:45.126	りむ	おおう	
2020/04/09 22:21:45.254	帰宅RTA	煽る煽る	
2020/04/09 22:21:45.381	urosan1000	でも、ぐんぐん脳死で振り込んじゃうから。。。	
2020/04/09 22:21:45.621	にいやまざくろ	ざまーみろ草	
2020/04/09 22:21:45.343	たこ焼き粉	ダブ東…	
2020/04/09 22:21:46.817	ひろっぷ	草	
2020/04/09 22:21:47.789	銀冰	789と456の三色も可能	
2020/04/09 22:21:48.489	・ぱーそなる	ざまぁみろー	
2020/04/09 22:21:49.177	O B	あるある	
2020/04/09 22:21:49.760	寿司丸	あるある	
2020/04/09 22:21:49.780	花吹雪	先生！生徒ですよその人	
2020/04/09 22:21:50.183	雨宮恵	あるある	
2020/04/09 22:21:50.550	ノーマット	仲良くなればなるほど扱いが雑になるからね	
2020/04/09 22:21:51.663	ないきる	ペンチャンまみれしんどいね	
2020/04/09 22:21:52.433	reon	一応456三色もあるかな？	
2020/04/09 22:21:54.504	うみにん	もう無かったしね	
2020/04/09 22:21:55.092	有栖式部	煽り配信になってる・・・	
2020/04/09 22:21:55.343	刹那	ダブ東が	
2020/04/09 22:21:54.900	しおかの推し床フロンターレ	この三色は遅いからキライ	
2020/04/09 22:21:55.490	FJK エンタメ	字牌は好きずき	
2020/04/09 22:21:56.713	はえよい	ドラ表だし	
2020/04/09 22:21:58.112	ありにゃ	４ｓかな	
2020/04/09 22:21:58.389	卜キサメ	仲の良さに比例して扱い雑になるからね…ｗ	
2020/04/09 22:22:00.170	ささやきのP&y	あるあるしゃーない	
2020/04/09 22:22:00.299	ペロキャン	これ	
2020/04/09 22:22:00.379	琵琶丸	ダブ東は魅力ありますからね	
2020/04/09 22:22:00.582	玩具	一枚目切るときに既に二枚出てたから	
2020/04/09 22:22:00.605	タネ	東枯れてたししゃーなし	
2020/04/09 22:22:00.919	リベア	でも結局もう空だしなあ	
2020/04/09 22:22:01.726	こまいぬ314	ドラ表示だったししゃーない	
2020/04/09 22:22:01.515	電撃奇人	こういうのが一番困る	
2020/04/09 22:22:02.829	いぬてぃ	トラウマあると考え変わるよね	
2020/04/09 22:22:03.275	菜豆	煽り煽られで面白過ぎる	
2020/04/09 22:22:03.702	やあけ	終盤は切りにくいよなあ	
2020/04/09 22:22:05.664	ジーマ	山で見えてるし揃えれんかったしね	
2020/04/09 22:22:05.552	レッドライド	今日のマシーン指導が適当な気が	
2020/04/09 22:22:07.649	フォウマルハウト	1mも切ってるから、ちょっと使いづらいね	
2020/04/09 22:22:07.830	ゼン	4人はどうしても軽く上がって終わりが一番無難	
2020/04/09 22:22:09.241	そうえん	楠さんも実は裏目ること多いしね	
2020/04/09 22:22:09.614	のーれっじ	確率の問題はなぁ	
2020/04/09 22:22:11.733	ばどらっく	どこまで持つかはいつも悩む	
2020/04/09 22:22:13.741	ns zn	モチモチ率高いから無視でもいい	
2020/04/09 22:22:15.456	西都なつ	そうだよ	
2020/04/09 22:22:16.018	ソースキー	煽るのは愛情だから・・・	
2020/04/09 22:22:16.566	カナデ	東枯れてるから問題なしでしょ	
2020/04/09 22:22:17.861	茶とら	やるやん	
2020/04/09 22:22:19.442	ぷっしろ	栞桜ちゃん平常運転で草	
2020/04/09 22:22:20.127	銀河美少年	かしこい	
2020/04/09 22:22:20.923	Evac 1899	やばいな	
2020/04/09 22:22:22.568	サナ	そうだよ	
2020/04/09 22:22:22.466	あおいみどり	かしこい	
2020/04/09 22:22:22.657	パイライトテディ	そうだね	
2020/04/09 22:22:24.298	ささやきのP&y	でもそこがおもしろい！	
2020/04/09 22:22:25.009	ふじ.	そうだよ	
2020/04/09 22:22:26.625	Ryu Windy	相手の川なぞ見るな！	
2020/04/09 22:22:27.162	りせき	せやね	
2020/04/09 22:22:28.208	きんつば	河見なくていいのｗ	
2020/04/09 22:22:28.525	しおかの推し床フロンターレ	裏目はしゃあなし	
2020/04/09 22:22:30.043	琵琶丸	成長が早い！奈羅花さん！	
2020/04/09 22:22:30.377	聖徳明太子	普通は出来んのやで	
2020/04/09 22:22:30.828	O B	河見るのは難しいですよね....	
2020/04/09 22:22:30.947	黒猫のヴィオ	なるほど	
2020/04/09 22:22:32.278	FJK エンタメ	押すしか無いな	
2020/04/09 22:22:32.598	結城	ぱないの！	
2020/04/09 22:22:33.062	ひっきー	すごい論理的で伸びそうだ…	
2020/04/09 22:22:33.959	tumuzi	2434は皆素人だから気にしなくていいねｗ	
2020/04/09 22:22:36.547	gaty fs	自分の手に集中！	
2020/04/09 22:22:36.985	ねこみらーじゅ	確かに初心者多いと河読んだところでってところもあるしね…	
2020/04/09 22:22:37.306	銀河	たしかに	
2020/04/09 22:22:38.140	首都ブラジリア	確かに	
2020/04/09 22:22:38.210	Midgardミッドガルド	このルールに関してはね	
2020/04/09 22:22:39.037	なーく	三色しかないね	
2020/04/09 22:22:39.372	ろき	牌効率最優先は理に適ってる	
2020/04/09 22:22:39.512	醤油砂糖	頭もなくなるしね	
2020/04/09 22:22:39.777	やまぶどう	真っ先に聴牌するのが大切か	
2020/04/09 22:22:40.380	グレブナー基底	たしかに	
2020/04/09 22:22:40.054	あのんまのん	まあにじさんじ杯だけでいうなら見なくていいかもな	
2020/04/09 22:22:40.518	カレーうどん	目指せ攻めダルマ	
2020/04/09 22:22:40.898	キツネどんぶり定食	その作業を4卓同時にこなすマシーンがいるらしいよ	
2020/04/09 22:22:40.830	こまいぬ314	役ないなる	
2020/04/09 22:22:41.002	てんとうななほし	成長してる	
2020/04/09 22:22:41.033	フォウマルハウト	そのマシーン、更に手出しとツモ切りみて、捨て牌覚えてるぞ	
2020/04/09 22:22:41.088	高速フーリエ変換	2p雀頭になりそうですし	
2020/04/09 22:22:41.669	かぐら	ぶっちゃけ自分の手の牌効率でゴリ押しすれば速度で押せるしねえ	
2020/04/09 22:22:42.264	アイリス	親東は一段目まで様子見したりはするかな 他が出すなら捨てるけど	
2020/04/09 22:22:43.233	しおかの推し床フロンターレ	あがれんね	
2020/04/09 22:22:43.982	UJI	お	
2020/04/09 22:22:44.527	嘘800	降りる選択肢がないもんなｗ	
2020/04/09 22:22:45.076	_lili_	一発勝負で1位取るならしょうがない	
2020/04/09 22:22:45.272	〆作	上がり重視のほうがよさそうだね	
2020/04/09 22:22:45.289	ヤンケースニューヨーク	急なコラボかけてきてヘラってキレるとかなにこの子	
2020/04/09 22:22:45.558	ペロキャン	周り素人ばっかだし、基本わかれば勝てるやろ	
2020/04/09 22:22:47.077	ささやきのP&y	かしこい	
2020/04/09 22:22:48.589	司令_つかされい	４５６か	
2020/04/09 22:22:49.234	ないきる	雀魂はまた良心的なんだよなあ	
2020/04/09 22:22:49.380	国士無双	一位になったときの逃げ切りも教えないと	
2020/04/09 22:22:50.037	帰宅RTA	スピード優先かー	
2020/04/09 22:22:50.637	Maha raja	１位条件ならゼンツでいい	
2020/04/09 22:22:52.782	FJK エンタメ	怖がっても振り込むときは振り込むし	
2020/04/09 22:22:53.533	有栖式部	８９ｍ？	
2020/04/09 22:22:53.786	鬼鉄スパイ	サイポジションやなぁ	
2020/04/09 22:22:53.958	tumuzi	初心者マシマシだからね	
2020/04/09 22:22:54.602	reon	全ツッパで行くしかねぇ	
2020/04/09 22:22:54.577	かぷ	98mかなあ	
2020/04/09 22:22:55.020	ノーマット	ハジキをどうやって抑えるかだけが問題	
2020/04/09 22:22:55.763	ありにゃ	基礎が出来てるからの見込み早いな	
2020/04/09 22:22:56.588	イグニス	お、いいとこきた	
2020/04/09 22:22:56.661	鉄丸	東風ならともかく半荘戦はオリも必要だけどな	
2020/04/09 22:22:56.742	メイダイン	4ｓじゃない？	
2020/04/09 22:22:57.364	のしろん	全押しなら河気にしなくていいからね	
2020/04/09 22:22:58.047	gaty fs	難しい場面	
2020/04/09 22:22:59.259	クラインドルフ	半荘1回勝負ならほぼ運だから向かっていくしかない	
2020/04/09 22:22:59.778	やあけ	にじさんじはい、秒数も今より少ないし	
2020/04/09 22:23:00.580	結城	4sかな	
2020/04/09 22:23:01.991	カリメロ	トップしか上がれないなら全ツッパだわね	
2020/04/09 22:23:02.621	星川スキー	初心者多いと川読んだところでってのもある	
2020/04/09 22:23:02.471	青玉葱	最後は手出しかツモきりかも見ていく	
2020/04/09 22:23:03.182	そうえん	にじさんじは確かに素人多いんだけどグループIに限ればみんなそこそこ以上やれるんだよな・・・	
2020/04/09 22:23:04.812	アコマリル	あがれば結果はついてくる	
2020/04/09 22:23:04.656	黒猫のヴィオ	初戦の相手....そこそこできるひとだったきがする	
2020/04/09 22:23:05.303	Yurilatte	8ｍかな	
2020/04/09 22:23:04.831	O B	うーん迷う	
2020/04/09 22:23:07.293	高速フーリエ変換	三色厳しいな…	
2020/04/09 22:23:07.450	刹那	2度のコラボを経てルイスが強くなってそう	
2020/04/09 22:23:08.218	菜豆	やっぱセンスあるなぁ	
2020/04/09 22:23:08.736	月の樹	竹の上から消すかなぁ	
2020/04/09 22:23:10.850	琵琶丸	超手牌と上がり優先の麻雀スタイルになりますね、対にじさんじ大会	
2020/04/09 22:23:11.550	garisu	大会は親のリーチ意外攻めていっても良さそう	
2020/04/09 22:23:11.940	しおかの推し床フロンターレ	きびしー	
2020/04/09 22:23:12.206	にーね	初心者の河見てもわからんしな	
2020/04/09 22:23:13.751	よっしー	ペンチャンばっかや	
2020/04/09 22:23:13.867	アイリス	2副露は注意	
2020/04/09 22:23:21.133	醤油砂糖	ペンチャンばっかだしね	
2020/04/09 22:23:22.959	ねこみらーじゅ	フリテン戦士って名前だしきっとフリテン	
2020/04/09 22:23:26.815	れいんb	なるほど	
2020/04/09 22:23:27.574	FJK エンタメ	辺張	
2020/04/09 22:23:32.174	Letes	ペンチャンだらけはつらいなー	
2020/04/09 22:23:34.701	社畜系ハム太郎	ターツ選択です	
2020/04/09 22:23:35.072	もるぽん	56mってこと？	
2020/04/09 22:23:35.252	山葵会津	２はアタマかなぁ	
2020/04/09 22:23:36.700	花吹雪	降りは見ず足を早く	
2020/04/09 22:23:39.172	tomo hiro	しおちゃん的にはもう店じまいだよね	
2020/04/09 22:23:39.326	あい	頭は大事	
2020/04/09 22:23:39.953	キツネどんぶり定食	ルイスは強いだろうなぁ。めっちゃ勉強してるしプレイ時間も長いし	
2020/04/09 22:23:41.004	O B	頭は重要	
2020/04/09 22:23:41.689	パイライトテディ	形がきついな	
2020/04/09 22:23:46.098	ザッハトルテ。	あ	
2020/04/09 22:23:46.259	テーク	あ…	
2020/04/09 22:23:46.432	あのんまのん	あ	
2020/04/09 22:23:46.418	かるら	あ	
2020/04/09 22:23:46.160	猫剣士/ねこけんし	速さ勝負か	
2020/04/09 22:23:46.502	ムラサキ水晶	安パイ確保にさっさと５ｍ切りたいか？	
2020/04/09 22:23:47.028	shin	あ	
2020/04/09 22:23:47.024	りせき	あ	
2020/04/09 22:23:47.308	Orpheus1221	あ	
2020/04/09 22:23:47.373	ノーマット	栞桜門下生3人の蟲毒やぞ 尚ハジキ最有力な模様	
2020/04/09 22:23:47.725	よっしー	しゃーない	
2020/04/09 22:23:47.994	ひっきー	あっ	
2020/04/09 22:23:48.085	聖徳明太子	頭ええなぁ	
2020/04/09 22:23:48.461	vanishinggift	あう	
2020/04/09 22:23:48.708	ユーミン	あっ…	
2020/04/09 22:23:48.651	アイリス	あ	
2020/04/09 22:23:49.544	西都なつ	あっ	
2020/04/09 22:23:49.717	tumuzi	あっ	
2020/04/09 22:23:49.825	なーく	あっ…	
2020/04/09 22:23:50.069	テレサ信者	あ	
2020/04/09 22:23:50.246	わかめ	あっ	
2020/04/09 22:23:50.329	のしろん	あっ	
2020/04/09 22:23:50.557	O B	まあ、あるある	
2020/04/09 22:23:50.550	エビ天	あ	
2020/04/09 22:23:51.175	リベア	あっ	
2020/04/09 22:23:51.100	レッドリーフ	ハジキもすごいのに師事してるからIブロックはわからんなぁ	
2020/04/09 22:23:51.285	ちゃぼうず_cyabouzu	あっ…	
2020/04/09 22:23:51.395	琵琶丸	誰よりも早く上がれば振り込まなくて済む理論	
2020/04/09 22:23:51.707	・ぱーそなる	あ	
2020/04/09 22:23:52.762	ゼン	あっ・・・	
2020/04/09 22:23:52.846	きんつば	あ	
2020/04/09 22:23:53.118	司令_つかされい	親被り	
2020/04/09 22:23:53.514	帰宅RTA	あ…	
2020/04/09 22:23:53.786	真珠	あっ…	
2020/04/09 22:23:53.933	いざよいさくや	運がないなぁ	
2020/04/09 22:23:53.667	雨宮恵	ツモは事故	
2020/04/09 22:23:54.073	ns zn	草	
2020/04/09 22:23:54.299	まこだいあ	あ	
2020/04/09 22:23:54.258	零	あ、さっきのデスクトップについて非公式wikiもう更新されてた	
2020/04/09 22:23:54.649	メイダイン	これはしゃーない	
2020/04/09 22:23:56.179	ありにゃ	あ	
2020/04/09 22:23:56.311	きゅーりん	そこ？ｗ	
2020/04/09 22:23:56.751	愛じゃよハリー	顔ｗｗｗ	
2020/04/09 22:23:57.000	みやまちかげ	草	
2020/04/09 22:23:57.044	影雷	あっ	
2020/04/09 22:23:57.169	サナ	ツモはしゃーない	
2020/04/09 22:23:56.750	黒猫のヴィオ	わかる	
2020/04/09 22:23:57.780	FJK エンタメ	舞ちゃんだっけ	
2020/04/09 22:23:58.475	油野洋平	あっ……	
2020/04/09 22:23:58.774	アイリス	速度で勝てねえ	
2020/04/09 22:23:58.871	日神巫言	４ｍ持ってた	
2020/04/09 22:23:59.082	ハクトウ	かわいいよね	
2020/04/09 22:23:59.055	マイケル	かわいい。	
2020/04/09 22:23:59.428	れいんb	ｗ	
2020/04/09 22:23:59.478	nekoya3gyo	顔いい	
2020/04/09 22:23:59.905	朝寝坊なニワトリ	仕方ない	
2020/04/09 22:24:00.060	なひいす	ほんひまに似てる	
2020/04/09 22:24:00.310	ろき	顔の良い女～	
2020/04/09 22:24:00.367	しおかの推し床フロンターレ	配牌つらかった	
2020/04/09 22:24:00.458	kuva	はい次	
2020/04/09 22:24:00.440	孤高の探索者	あっ	
2020/04/09 22:24:00.663	えりんぎ	草	
2020/04/09 22:24:01.426	ちゅうべい	可愛いね	
2020/04/09 22:24:02.187	西都なつ	かわいいよね	
2020/04/09 22:24:02.275	刹那	自摸は事故	
2020/04/09 22:24:02.423	kuromen	確かに	
2020/04/09 22:24:02.912	ろっきー	顔がいいｗ	
2020/04/09 22:24:03.497	ぬくれあ	相原はかわいい	
2020/04/09 22:24:04.104	ark0125	かわいい	
2020/04/09 22:24:04.409	鬼鉄スパイ	あのさぁ	
2020/04/09 22:24:05.191	Ryu Windy	ごんごんの彼氏が喜びそうなキャラｗ	
2020/04/09 22:24:06.350	帰宅RTA	顔がいい	
2020/04/09 22:24:09.932	テーク	わかわかる	
2020/04/09 22:24:10.387	蛭子影胤	それはしゃーない	
2020/04/09 22:24:10.666	ささやきのP&y	ツモなら自身の落ち度じゃないさ	
2020/04/09 22:24:11.115	わたいるん!	かわいい	
2020/04/09 22:24:11.445	フォウマルハウト	顔がいい	
2020/04/09 22:24:12.877	Orpheus1221	何の話？？？？	
2020/04/09 22:24:13.023	ぬくれあ	八木？	
2020/04/09 22:24:13.901	たまごかけごはん	ひまちゃん似	
2020/04/09 22:24:14.639	スイシン	わ か る	
2020/04/09 22:24:16.148	結城	ツモならフリテンもOKか	
2020/04/09 22:24:19.336	かぐら	ターツの強さを学ぶのが一番早いけど初心者だと辛いんだよねえ	
2020/04/09 22:24:21.238	帰宅RTA	あの子人気高い	
2020/04/09 22:24:22.077	そうえん	グループIおさらに 天宮こころ（結構配信で麻雀やってる、楠枠で勉強もしてた。楠の推し説有り） 郡道美玲（てんくすチルドレン、さっき司に勝利） 渋谷ハジメ（経験者。最近師匠をつけたらしい）	
2020/04/09 22:24:23.115	クラインドルフ	自称AIのこか	
2020/04/09 22:24:26.554	FJK エンタメ	声優が井口裕香なんだよね	
2020/04/09 22:24:26.881	しおかの推し床フロンターレ	ベレー帽のコ好き	
2020/04/09 22:24:29.567	日神巫言	ツモは仕方ない	
2020/04/09 22:24:30.467	ありにゃ	栞桜ちゃんかわいい女の子まんべんなく好きだしな	
2020/04/09 22:24:33.434	かぷ	洲崎？	
2020/04/09 22:24:36.782	高速フーリエ変換	麻雀って難しそうだなって思ってたけど、本当に難しかった	
2020/04/09 22:24:37.441	さとー	いっぱいあるじゃろ？だから相手の時間のうちに考えとくのじゃ	
2020/04/09 22:24:38.838	トリウナギ	小鳥遊の方じゃね	
2020/04/09 22:24:39.356	ノーマット	おさらに	
2020/04/09 22:24:43.561	菜豆	Iが個人的に一番楽しみ	
2020/04/09 22:24:45.830	tomo hiro	奈羅花ちゃんはタンヤオ指向か	
2020/04/09 22:24:46.921	フォウマルハウト	字牌アレルギーじゃないなら持っていても大丈夫	
2020/04/09 22:24:47.949	ns zn	せやな	
2020/04/09 22:24:51.334	そうえん	おさらにごめん	
2020/04/09 22:24:58.861	ぬくれあ	小鳥遊か	
2020/04/09 22:24:59.437	nekoya3gyo	役牌両残しは手牌圧迫しそう	
2020/04/09 22:25:00.956	のーれっじ	声優ゆかちなんや	
2020/04/09 22:25:02.407	べちか	お花の子か	
2020/04/09 22:25:06.407	日神巫言	さっき司に勝利ｗ	
2020/04/09 22:25:06.580	ruska	村川利依	
2020/04/09 22:25:07.972	しおかの推し床フロンターレ	麻雀難しいけど楽しいよー	
2020/04/09 22:25:08.533	アイリス	タンヤオ トイトイ リーチは初心者の味方	
2020/04/09 22:25:09.406	Ryu Windy	え？郡道先生、司に勝ったの？？	
2020/04/09 22:25:10.374	やあけ	多いなw	
2020/04/09 22:25:11.123	ふぁりゅ	おまえもかーい	
2020/04/09 22:25:11.538	tumuzi	先生といっしょやんけｗ	
2020/04/09 22:25:13.309	うみとり	字牌アレルギー持ち多いなｗ	
2020/04/09 22:25:13.662	サナ	わかる	
2020/04/09 22:25:13.882	よっしー	郡道もな	
2020/04/09 22:25:14.560	ちゃぼうず_cyabouzu	字牌アレルギー多いなあｗ	
2020/04/09 22:25:14.438	雨宮恵	ここにも字牌アレルギーがｗ	
2020/04/09 22:25:14.913	クラインドルフ	先生ほどはアレルギーではなさそう	
2020/04/09 22:25:16.437	リベア	字牌アレルギー多いなあw	
2020/04/09 22:25:16.757	馬宮太郎	言ってたね	
2020/04/09 22:25:17.330	のしろん	字牌アレルギー蔓延してない？	
2020/04/09 22:25:17.825	えるのじ	字牌アレルギー多すぎて草	
2020/04/09 22:25:17.849	いざよいさくや	字牌アレルギー多いな	
2020/04/09 22:25:18.090	ハクトウ	わからんでもない	
2020/04/09 22:25:18.324	gaty fs	字牌アレルギーいろんなところで聞きますねｗ	
2020/04/09 22:25:19.541	嘘800	字牌使いづらいもんなぁ	
2020/04/09 22:25:19.718	ちくわの穴	字牌アレルギー多いな	
2020/04/09 22:25:19.999	カレーうどん	みんなアレルギーw	
2020/04/09 22:25:20.709	Nights -O	アレルギーか…	
2020/04/09 22:25:20.878	【モイスチャー】H2O	先生	
2020/04/09 22:25:21.585	ささやきのP&y	なるほどね！	
2020/04/09 22:25:22.026	あのんまのん	あー	
2020/04/09 22:25:22.059	テーク	いいですねぇ！	
2020/04/09 22:25:22.763	仕事始めました	アレルギー持ち多いな	
2020/04/09 22:25:22.993	なーく	あー、そうだな	
2020/04/09 22:25:23.065	ぎんいろ	字牌アレルギー多くて草	
2020/04/09 22:25:23.281	りせき	わかる	
2020/04/09 22:25:23.504	暁宵	字牌の安い卓になりそうだ	
2020/04/09 22:25:23.970	デモア	ルールは一見複雑だが実際複雑だぜ！	
2020/04/09 22:25:23.877	しばづけ	どいつもこいつも字牌アレルギーやな	
2020/04/09 22:25:26.322	XANA 33	確かに	
2020/04/09 22:25:26.634	Midgardミッドガルド	なるほどｗ	
2020/04/09 22:25:26.737	Jun Koda	字牌アレルギー多い	
2020/04/09 22:25:26.939	芝ロッカー	字牌アレルギーは感染症かなんかなの？	
2020/04/09 22:25:27.460	ふじ.	草	
2020/04/09 22:25:27.686	トゥートゥー	みんな字牌アレルギーww	
2020/04/09 22:25:28.233	影雷	字牌アレルギーｗ	
2020/04/09 22:25:29.308	琵琶丸	郡道先生も字牌アレルギー・・・同志だ！	
2020/04/09 22:25:29.517	れいんb	ほえ～	
2020/04/09 22:25:30.062	shin	チャンタ狙えるぞ！	
2020/04/09 22:25:30.764	孤高の探索者	郡道先生も字牌アレルギーでしたね	
2020/04/09 22:25:31.310	いぬてぃ	花粉症のような発症率	
2020/04/09 22:25:31.597	もふ	草	
2020/04/09 22:25:31.966	フォウマルハウト	字牌を絞らない卓になって打ちやすい場になる	
2020/04/09 22:25:32.045	FJK エンタメ	そうなんだ	
2020/04/09 22:25:32.870	くらつ	そうなのかなぁ	
2020/04/09 22:25:32.880	有栖式部	あまみゃも字牌いらないかも	
2020/04/09 22:25:34.096	クラインドルフ	初心者は字牌使いづらいしね	
2020/04/09 22:25:34.119	アイリス	狙い撃ちも可！	
2020/04/09 22:25:34.311	黒猫のヴィオ	あ、そうなんだ	
2020/04/09 22:25:34.849	ろっきー	皆字牌アレルギーやんけ	
2020/04/09 22:25:35.218	まるかね	なるほどｗ	
2020/04/09 22:25:35.181	UJI	字牌アレルギーって感染するんじゃね？	
2020/04/09 22:25:35.772	サナ	確かに	
2020/04/09 22:25:35.940	もるぽん	なるほどねｗ	
2020/04/09 22:25:35.843	西都なつ	アレルギー多いな	
2020/04/09 22:25:36.133	ネムレス	そうだねｗ	
2020/04/09 22:25:37.401	Tak庵[柚子栞桜味]	たしかに	
2020/04/09 22:25:37.641	花吹雪	はえー	
2020/04/09 22:25:37.819	ユーミン	確かに	
2020/04/09 22:25:38.082	ふじ.	なんだそれw	
2020/04/09 22:25:38.119	高速フーリエ変換	そういうのもあるか	
2020/04/09 22:25:38.427	バンキッシャーVIII	なるほど！	
2020/04/09 22:25:39.165	そうえん	オーラスで１８０００あがって司をまくってた＞郡道	
2020/04/09 22:25:39.147	かえるライダー	広がってて草	
2020/04/09 22:25:39.340	gaty fs	アレルギーは伝染するｗ	
2020/04/09 22:25:39.643	taka32 S	みんなアレルギー	
2020/04/09 22:25:40.151	ぽっこらゆたんぽ	なるほど	
2020/04/09 22:25:40.394	星川スキー	一理ある	
2020/04/09 22:25:40.488	キツネどんぶり定食	へぇ、そういう考え方もあるのか	
2020/04/09 22:25:40.699	シゲル	草	
2020/04/09 22:25:40.879	かえるん	それはある	
2020/04/09 22:25:40.968	のーれっじ	へー	
2020/04/09 22:25:40.806	ネコおやじ	字牌アレルギーはやってんのか？	
2020/04/09 22:25:41.193	ぶー太郎	村上プロ理論	
2020/04/09 22:25:43.135	ライトクルーザーNo.2	たしかに	
2020/04/09 22:25:43.598	ガジュライ	アレルギーですか・・	
2020/04/09 22:25:44.254	くろしば	ですね！	
2020/04/09 22:25:45.886	北傘	逆に字牌アレルギー読みで持っておくのもあり	
2020/04/09 22:25:46.052	姫ノ木あく	わかる	
2020/04/09 22:25:46.446	よっしー	待ち期待できないからね	
2020/04/09 22:25:46.498	菜豆	相手との相性もかなり関わるゲームよね	
2020/04/09 22:25:46.678	寿司丸	全員字牌アレルギーフラグ	
2020/04/09 22:25:47.774	Maha raja	アレルギー持ちが多すぎる	
2020/04/09 22:25:48.166	聖徳明太子	たしかに	
2020/04/09 22:25:48.716	馬宮太郎	ポンしづらい卓になるからね	
2020/04/09 22:25:48.704	ようかん	そうか同卓に教えてるのかｗ	
2020/04/09 22:25:48.960	FJK エンタメ	にじさんじ杯楽しみ	
2020/04/09 22:25:49.066	jun jun	字牌アレルギー増大中	
2020/04/09 22:25:49.376	メイダイン	ああ、確かにポンできなくなるからね	
2020/04/09 22:25:53.248	O B	アレルギー克服もいいね	
